지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),적설(cm),지면온도(°C)
133,대전,2026/01/07 4:00,1.2,,1.3,180,62,-5.2,,,,-1
133,대전,2026/01/07 5:00,1.6,,1.8,230,71,-3.1,,,,-1.2
133,대전,2026/01/07 6:00,0.5,,2.1,200,77,-3,,,,-1.7
133,대전,2026/01/07 7:00,-0.4,,1.2,250,76,-4.1,,,,-1.9
133,대전,2026/01/07 8:00,-0.1,,1.2,270,80,-3.1,0,0,,-1.7
133,대전,2026/01/07 9:00,0.8,,0.7,140,78,-2.6,0.1,0.21,,-1.4
133,대전,2026/01/07 10:00,2.1,,1.4,290,75,-1.8,0.1,0.23,,-0.9
133,대전,2026/01/07 11:00,5,,3.8,320,54,-3.5,0.2,0.7,,-0.5
133,대전,2026/01/07 12:00,6.3,0,4.3,320,36,-7.7,1,1.73,,0.3
133,대전,2026/01/07 13:00,6.1,,4.7,320,34,-8.6,1,1.9,,1.1
133,대전,2026/01/07 14:00,5.4,,6,320,30,-10.8,1,1.88,,1.9
133,대전,2026/01/07 15:00,5,,5.3,320,33,-9.9,1,1.55,,1.7
133,대전,2026/01/07 16:00,4.7,,2.8,290,36,-9.1,1,1.08,,0.3
133,대전,2026/01/07 17:00,2.5,,3.7,320,39,-10,0.7,0.42,,-0.7
133,대전,2026/01/07 18:00,1.3,,2.3,320,47,-8.7,0,0.03,,-1
133,대전,2026/01/07 19:00,0,,2.8,290,48,-9.7,,,,-1.2
133,대전,2026/01/07 20:00,-0.9,,3.3,320,53,-9.2,,,,-1.3
133,대전,2026/01/07 21:00,-1.6,,3.1,320,55,-9.4,,,,-1.6
133,대전,2026/01/07 22:00,-1.9,,2.3,320,55,-9.7,,,,-1.7
133,대전,2026/01/07 23:00,-2.2,,5.1,320,47,-12,,,,-2
133,대전,2026/01/08 0:00,-3,,4.3,320,50,-11.9,,,,-2.3
133,대전,2026/01/08 1:00,-3.7,,2.5,20,52,-12.1,,,,-2.6
133,대전,2026/01/08 2:00,-4.5,,2.6,340,48,-13.8,,,,-2.9
133,대전,2026/01/08 3:00,-5.1,,2.6,340,46,-14.9,,,,-3.3
133,대전,2026/01/08 4:00,-5.9,,1,320,48,-15.1,,,,-3.7
133,대전,2026/01/08 5:00,-6.4,,1.1,320,49,-15.3,,,,-4
133,대전,2026/01/08 6:00,-6.9,,0.9,340,51,-15.3,,,,-4.3
133,대전,2026/01/08 7:00,-7.1,,1.4,50,54,-14.8,,,,-4.5
133,대전,2026/01/08 8:00,-6.9,,0.9,320,54,-14.6,0.1,0.01,,-4.7
133,대전,2026/01/08 9:00,-4.6,,2.4,320,47,-14.2,1,0.35,,-3.6
133,대전,2026/01/08 10:00,-3.7,,3.2,340,38,-15.9,1,0.98,,-2.3
133,대전,2026/01/08 11:00,-2.4,,2.2,340,31,-17.2,1,1.54,,-0.9
133,대전,2026/01/08 12:00,-0.9,,2.7,340,26,-18,1,1.91,,-0.3
133,대전,2026/01/08 13:00,-0.5,,2.5,340,21,-20.2,1,2.07,,0.2
133,대전,2026/01/08 14:00,0.4,,3.1,290,19,-20.6,1,1.98,,0.3
133,대전,2026/01/08 15:00,0.8,,3.5,320,19,-20.2,1,1.66,,0.1
133,대전,2026/01/08 16:00,1.1,,3.3,320,20,-19.4,1,1.18,,-0.6
133,대전,2026/01/08 17:00,-0.7,,2.4,320,19,-21.5,0.7,0.46,,-1
133,대전,2026/01/08 18:00,-2.2,,1.9,320,23,-20.5,0,0.02,,-1.5
133,대전,2026/01/08 19:00,-3,,2.1,340,28,-18.9,,,,-2.2
133,대전,2026/01/08 20:00,-3.7,,1.3,20,33,-17.6,,,,-3
133,대전,2026/01/08 21:00,-4.4,,1.7,340,40,-16,,,,-3.6
133,대전,2026/01/08 22:00,-4.4,,0.6,360,40,-16,,,,-3.9
133,대전,2026/01/08 23:00,-5.3,,0.2,0,48,-14.6,,,,-4
133,대전,2026/01/09 0:00,-5.7,,1,320,50,-14.4,,,,-4.2
133,대전,2026/01/09 1:00,-6.1,,0.5,320,53,-14.1,,,,-4.4
133,대전,2026/01/09 2:00,-6.5,,1.2,340,57,-13.6,,,,-4.6
133,대전,2026/01/09 3:00,-6.8,,0.4,0,58,-13.6,,,,-4.8
133,대전,2026/01/09 4:00,-7.1,,1,290,60,-13.5,,,,-4.9
133,대전,2026/01/09 5:00,-6.8,,0.1,0,62,-12.8,,,,-4.2
133,대전,2026/01/09 6:00,-6.4,,0.9,270,62,-12.4,,,,-3.7
133,대전,2026/01/09 7:00,-6.1,,0,0,63,-12,,,,-3.6
133,대전,2026/01/09 8:00,-6.1,,1,290,64,-11.8,0,0,,-4.4
133,대전,2026/01/09 9:00,-3.8,,0.5,320,60,-10.4,0.8,0.32,,-3.4
133,대전,2026/01/09 10:00,-1.9,,0.7,230,55,-9.7,0.8,0.83,,-1.3
133,대전,2026/01/09 11:00,1.6,,1.7,180,47,-8.5,0.7,1.28,,-0.5
133,대전,2026/01/09 12:00,5,,2.3,200,45,-5.9,0.9,1.63,,0.3
133,대전,2026/01/09 13:00,6.5,,2,250,45,-4.6,0.6,1.7,,1.5
133,대전,2026/01/09 14:00,5.6,,1.9,250,48,-4.5,0.2,0.91,,0.7
133,대전,2026/01/09 15:00,5.6,,2.6,230,50,-4,0,0.45,,0.4
133,대전,2026/01/09 16:00,5.9,,2.4,200,50,-3.7,0,0.45,,0.5
133,대전,2026/01/09 17:00,5.5,,3,200,52,-3.5,0,0.19,,-0.2
133,대전,2026/01/09 18:00,5.3,,2.6,200,53,-3.5,0,0.01,,-0.6
133,대전,2026/01/09 19:00,5.2,,2.9,200,53,-3.6,,,,-0.8
133,대전,2026/01/09 20:00,5.2,,3,200,53,-3.6,,,,-0.7
133,대전,2026/01/09 21:00,5.2,,4.3,200,55,-3.1,,,,-0.8
133,대전,2026/01/09 22:00,5.2,,2.8,200,57,-2.6,,,,-0.8
133,대전,2026/01/09 23:00,5.5,,3.7,200,59,-1.8,,,,-0.8
133,대전,2026/01/10 0:00,5.4,,2.5,180,61,-1.5,,,,-0.6
133,대전,2026/01/10 1:00,5.6,,2.7,180,62,-1.1,,,,-0.7
133,대전,2026/01/10 2:00,6.4,,2.9,200,64,0,,,,-0.1
133,대전,2026/01/10 3:00,6.6,,2.5,250,64,0.2,,,,0
133,대전,2026/01/10 4:00,7.4,,4.6,200,62,0.5,,,,0.3
133,대전,2026/01/10 5:00,7.6,,2.7,230,65,1.4,,,,0.4
133,대전,2026/01/10 6:00,8.3,0,3.7,230,63,1.6,,,,0.7
133,대전,2026/01/10 7:00,8.3,,3.3,250,65,2,,,,0.7
133,대전,2026/01/10 8:00,8.2,,3,250,62,1.3,0,0,,0.5
133,대전,2026/01/10 9:00,8.3,0,3.4,270,52,-0.9,0,0.19,,0.8
133,대전,2026/01/10 10:00,8,,5.1,290,41,-4.4,0.4,0.62,,2.1
133,대전,2026/01/10 11:00,7.3,,5.7,270,38,-6.1,0.5,0.98,,2.8
133,대전,2026/01/10 12:00,7.1,,3.8,270,35,-7.3,0.4,0.98,,3.5
133,대전,2026/01/10 13:00,6.4,,4.7,270,34,-8.3,0.7,1.66,,4.5
133,대전,2026/01/10 14:00,5.9,,5.7,290,28,-11.2,0.4,0.97,,3.3
133,대전,2026/01/10 15:00,5.3,,5.4,290,30,-10.9,0.6,1.36,,3.9
133,대전,2026/01/10 16:00,1.7,,5.6,290,72,-2.8,0,0.31,,1.2
133,대전,2026/01/10 17:00,-0.1,,3.8,290,92,-1.2,0,0.12,1.6,0.2
133,대전,2026/01/10 18:00,-0.4,1.1,4,290,72,-4.8,0,0.01,2.2,0
133,대전,2026/01/10 19:00,-0.7,,3.3,290,71,-5.3,,,2,-0.2
133,대전,2026/01/10 20:00,-1.1,,5.5,290,65,-6.8,,,2,-0.4
133,대전,2026/01/10 21:00,-1.7,0,4.4,320,68,-6.8,,,2.3,-0.6
133,대전,2026/01/10 22:00,-1.7,,3.8,320,60,-8.4,,,2.3,-0.7
133,대전,2026/01/10 23:00,-2.1,,4.1,320,59,-9,,,2.2,-0.7
133,대전,2026/01/11 0:00,-2.4,0,4,320,54,-10.4,,,2.1,-0.9
133,대전,2026/01/11 1:00,-3.2,,4.6,320,56,-10.7,,,2.1,-1
133,대전,2026/01/11 2:00,-3.8,,4.5,320,55,-11.5,,,2,-1
133,대전,2026/01/11 3:00,-4.5,,3,320,57,-11.7,,,2,-1.1
133,대전,2026/01/11 4:00,-4.8,,3.8,320,54,-12.7,,,1.9,-1.2
133,대전,2026/01/11 5:00,-5.3,,4,320,50,-14.1,,,1.9,-1.2
133,대전,2026/01/11 6:00,-6.3,,2.4,320,52,-14.5,,,1.9,-1.3
133,대전,2026/01/11 7:00,-6.6,,0.8,320,48,-15.8,,,1.8,-1.4
133,대전,2026/01/11 8:00,-7.6,,0.8,20,48,-16.7,0.1,0.01,1.8,-1.5
133,대전,2026/01/11 9:00,-4.8,,1.6,360,38,-16.9,1,0.36,1.7,-0.9
133,대전,2026/01/11 10:00,-4.7,,3.3,340,36,-17.5,0.8,0.72,1.7,-0.9
133,대전,2026/01/11 11:00,-3.8,,3.9,340,31,-18.5,0.9,1.28,1.5,-0.6
133,대전,2026/01/11 12:00,-2.6,,4.5,320,30,-17.8,1,1.84,1.4,-0.5
133,대전,2026/01/11 13:00,-2,,3.9,320,33,-16.1,0.9,1.86,1.1,-0.5
133,대전,2026/01/11 14:00,-1.3,,3.2,320,33,-15.5,1,2.04,0.5,-0.3
133,대전,2026/01/11 15:00,-1.9,,4.9,320,34,-15.7,1,1.55,0.3,-0.4
133,대전,2026/01/11 16:00,-2.4,,5.1,320,37,-15.1,1,1.19,,-0.3
133,대전,2026/01/11 17:00,-3.8,,3.7,320,44,-14.2,0.7,0.5,,-0.8
133,대전,2026/01/11 18:00,-5,,2.8,340,48,-14.3,0,0.03,,-1.1
133,대전,2026/01/11 19:00,-6,,1.9,320,53,-14,,,,-1.3
133,대전,2026/01/11 20:00,-6.3,,1.3,290,53,-14.3,,,,-1.4
133,대전,2026/01/11 21:00,-6.9,,0.6,320,58,-13.7,,,,-1.6
133,대전,2026/01/11 22:00,-7.1,,0.9,360,62,-13.1,,,,-1.6
133,대전,2026/01/11 23:00,-7.5,,0.1,0,66,-12.7,,,,-1.8
133,대전,2026/01/12 0:00,-7.8,,0.9,340,69,-12.5,,,,-1.7
133,대전,2026/01/12 1:00,-8.2,,1.3,340,71,-12.5,,,,-1.7
133,대전,2026/01/12 2:00,-8.1,,1.4,270,70,-12.6,,,,-1.8
133,대전,2026/01/12 3:00,-8.1,,0.6,290,72,-12.2,,,,-1.7
133,대전,2026/01/12 4:00,-7.6,,0.8,340,72,-11.7,,,,-1.6
133,대전,2026/01/12 5:00,-7.8,,1.1,340,73,-11.8,,,,-1.8
133,대전,2026/01/12 6:00,-8.2,,1.4,340,74,-12,,,,-1.9
133,대전,2026/01/12 7:00,-7.8,,1,320,77,-11.1,,,,-1.7
133,대전,2026/01/12 8:00,-7.6,,0.4,0,74,-11.4,0,0,,-1.8
133,대전,2026/01/12 9:00,-5.9,0,0.2,0,69,-10.6,0.5,0.25,,-1.5
133,대전,2026/01/12 10:00,-3,,0.4,0,57,-10.3,1,0.93,,-0.7
133,대전,2026/01/12 11:00,-1.1,,1.2,180,53,-9.4,1,1.38,,-0.5
133,대전,2026/01/12 12:00,1.1,0,2.3,200,51,-7.9,1,1.66,,-0.4
133,대전,2026/01/12 13:00,1,,1.2,230,60,-5.9,0.1,0.74,,-0.7
133,대전,2026/01/12 14:00,1.5,,2,230,64,-4.5,0,0.42,,-0.8
133,대전,2026/01/12 15:00,1.6,0,4,200,63,-4.6,0,0.55,,-0.7
133,대전,2026/01/12 16:00,2.1,,3.3,200,59,-5,0,0.31,,-0.7
133,대전,2026/01/12 17:00,2.8,,3.4,200,57,-4.8,0.1,0.23,,-0.8
133,대전,2026/01/12 18:00,2.7,0,2.3,200,59,-4.5,0,0.03,,-0.8
133,대전,2026/01/12 19:00,3.1,,3,200,60,-3.9,,,,-0.8
133,대전,2026/01/12 20:00,2.9,,0.2,0,62,-3.6,,,,-0.8
133,대전,2026/01/12 21:00,3.1,,2,180,65,-2.8,,,,-0.8
133,대전,2026/01/12 22:00,2.6,,1.1,160,74,-1.5,,,,-0.8
133,대전,2026/01/12 23:00,1.8,,2.3,360,90,0.3,,,,-0.9
133,대전,2026/01/13 0:00,2,1.3,0.9,140,94,1.1,,,,-0.9
133,대전,2026/01/13 1:00,4.8,,2.4,290,86,2.6,,,,-0.8
133,대전,2026/01/13 2:00,4.7,,2.5,290,79,1.3,,,,-0.8
133,대전,2026/01/13 3:00,4.2,0.3,2.8,290,68,-1.1,,,,-0.8
133,대전,2026/01/13 4:00,3.7,,2.8,290,64,-2.4,,,,-0.9
133,대전,2026/01/13 5:00,3.2,,2.2,290,63,-3.1,,,,-0.9
133,대전,2026/01/13 6:00,2.8,,2.3,320,66,-2.9,,,,-1
133,대전,2026/01/13 7:00,1.3,,2.8,320,68,-3.9,,,,-1.1
133,대전,2026/01/13 8:00,0.9,,2.7,320,66,-4.7,0,0,,-1.1
133,대전,2026/01/13 9:00,1.3,,2.8,340,49,-8.2,0.7,0.3,,-1
133,대전,2026/01/13 10:00,2.1,,3.6,340,41,-9.8,1,0.89,,-0.6
133,대전,2026/01/13 11:00,2.1,,3,340,46,-8.3,0.8,1.14,,-0.5
133,대전,2026/01/13 12:00,3,,3.3,320,44,-8,0.7,1.26,,0.1
133,대전,2026/01/13 13:00,2.4,,6.1,320,39,-10.1,0.7,1.63,,0.9
133,대전,2026/01/13 14:00,3,,5.3,320,38,-9.9,1,1.8,,3.3
133,대전,2026/01/13 15:00,2.7,,5.5,320,36,-10.9,0.9,1.4,,3.8
133,대전,2026/01/13 16:00,1.9,,4.9,320,37,-11.2,1,1.16,,2.1
133,대전,2026/01/13 17:00,0,,3.3,320,46,-10.2,0.8,0.48,,-0.6
133,대전,2026/01/13 18:00,-2.1,,2.4,20,53,-10.4,0,0.04,,-0.9
133,대전,2026/01/13 19:00,-2.9,,2.3,340,57,-10.2,,,,-1.4
133,대전,2026/01/13 20:00,-2.8,,2.4,320,53,-11,,,,-1.7
133,대전,2026/01/13 21:00,-3.1,,2.3,320,52,-11.5,,,,-1.9
133,대전,2026/01/13 22:00,-3.4,,2.4,320,54,-11.3,,,,-2
133,대전,2026/01/13 23:00,-4.1,,2.2,320,56,-11.5,,,,-2.3
133,대전,2026/01/14 0:00,-4.9,,1.1,320,58,-11.9,,,,-2.4
133,대전,2026/01/14 1:00,-5.4,,2,20,56,-12.8,,,,-2.6
133,대전,2026/01/14 2:00,-6.3,,1.9,340,56,-13.6,,,,-2.9
133,대전,2026/01/14 3:00,-6.8,,0.9,360,55,-14.3,,,,-3.2
133,대전,2026/01/14 4:00,-6.6,,0.1,0,54,-14.3,,,,-3.4
133,대전,2026/01/14 5:00,-7,,0.7,90,57,-14.1,,,,-3.6
133,대전,2026/01/14 6:00,-7.4,,1.5,320,65,-12.8,,,,-3.9
133,대전,2026/01/14 7:00,-7.5,,1.6,340,66,-12.7,,,,-4.1
133,대전,2026/01/14 8:00,-7.4,,0.6,360,67,-12.4,0,0.01,,-4.1
133,대전,2026/01/14 9:00,-5.6,,0.6,340,61,-11.9,0.9,0.31,,-2.9
133,대전,2026/01/14 10:00,-2.8,,0.8,140,52,-11.3,1,0.88,,-1.3
133,대전,2026/01/14 11:00,-0.9,,1.9,180,44,-11.6,1,1.41,,-0.5
133,대전,2026/01/14 12:00,1.1,,1.3,110,28,-15.4,1,1.77,,0.1
133,대전,2026/01/14 13:00,2.2,,1.2,110,22,-17.3,1,1.9,,0.3
133,대전,2026/01/14 14:00,4.3,,0.8,110,21,-16.1,0.8,1.61,,1.2
133,대전,2026/01/14 15:00,4,,0.8,360,23,-15.3,0.7,1.09,,0.6
133,대전,2026/01/14 16:00,3.8,,0.4,0,24,-14.9,0,0.31,,-0.3
133,대전,2026/01/14 17:00,3.3,,1.2,20,26,-14.4,0,0.15,,-0.6
133,대전,2026/01/14 18:00,2.9,,0.9,20,28,-13.8,0,0.02,,-0.7
133,대전,2026/01/14 19:00,2.6,,0.7,320,31,-12.8,,,,-1
133,대전,2026/01/14 20:00,2.2,,0.5,340,33,-12.4,,,,-0.9
133,대전,2026/01/14 21:00,1.9,,1.4,340,36,-11.6,,,,-0.9
133,대전,2026/01/14 22:00,1.9,,0,0,36,-11.6,,,,-0.9
133,대전,2026/01/14 23:00,1.7,,1.3,320,40,-10.4,,,,-0.9
133,대전,2026/01/15 0:00,2,,0.2,0,42,-9.5,,,,-0.9
133,대전,2026/01/15 1:00,2.5,,0.2,0,39,-10,,,,-0.8
133,대전,2026/01/15 2:00,2.5,,0.1,0,43,-8.8,,,,-0.8
133,대전,2026/01/15 3:00,2.7,,0.1,0,45,-8,,,,-0.8
133,대전,2026/01/15 4:00,2.9,,1,90,44,-8.1,,,,-0.8
133,대전,2026/01/15 5:00,3.3,,1.4,90,48,-6.6,,,,-0.8
133,대전,2026/01/15 6:00,9.3,,3.1,200,84,6.7,,,,-0.1
133,대전,2026/01/15 7:00,10.7,,1.9,250,78,7,,,,0.5
133,대전,2026/01/15 8:00,10.7,,1.9,230,77,6.8,0,0,,1.6
133,대전,2026/01/15 9:00,11.1,,2.5,200,76,7,0,0.06,,3.3
133,대전,2026/01/15 10:00,11.6,,1.7,250,72,6.7,0,0.29,,5.2
133,대전,2026/01/15 11:00,11.5,,2.3,230,70,6.2,0,0.18,,5.9
133,대전,2026/01/15 12:00,11.7,,2.4,250,68,5.9,0,0.47,,7.2
133,대전,2026/01/15 13:00,12.1,,3.1,230,64,5.4,0,0.65,,8.7
133,대전,2026/01/15 14:00,12.2,,2.5,230,63,5.3,0,0.64,,8.7
133,대전,2026/01/15 15:00,11.9,,3.2,200,61,4.6,0.2,0.72,,8.9
133,대전,2026/01/15 16:00,11.9,,1.8,290,58,3.8,0.6,0.73,,8
133,대전,2026/01/15 17:00,10.4,,2,230,66,4.3,0,0.35,,5.9
133,대전,2026/01/15 18:00,8.9,,1.1,230,77,5,0,0.04,,3.8
133,대전,2026/01/15 19:00,7.9,,0.9,270,79,4.4,,,,2.4
133,대전,2026/01/15 20:00,6.4,,0.5,20,78,2.8,,,,1.2
133,대전,2026/01/15 21:00,5.2,,1.4,320,84,2.7,,,,0.7
133,대전,2026/01/15 22:00,4.2,,1.3,290,87,2.2,,,,0
133,대전,2026/01/15 23:00,2.9,,0.8,270,90,1.4,,,,-0.4
133,대전,2026/01/16 0:00,2.1,,1.5,140,91,0.7,,,,-0.6
133,대전,2026/01/16 1:00,1.6,,0.6,50,93,0.5,,,,-0.7
133,대전,2026/01/16 2:00,0.5,,0.9,320,92,-0.6,,,,-0.9
133,대전,2026/01/16 3:00,0.1,,0.4,0,94,-0.7,,,,-1.1
133,대전,2026/01/16 4:00,-0.3,,0.1,0,95,-1,,,,-1.2
133,대전,2026/01/16 5:00,-1.1,,1.1,340,95,-1.8,,,,-1.4
133,대전,2026/01/16 6:00,-1.2,,0.1,0,95,-1.9,,,,-1.2
133,대전,2026/01/16 7:00,-0.6,,0,0,96,-1.1,,,,-1
133,대전,2026/01/16 8:00,0.3,,1.1,50,97,-0.1,0,0,,-1
133,대전,2026/01/16 9:00,0.4,,1.1,50,97,0,0,0.08,,-0.9
133,대전,2026/01/16 10:00,0.7,,0.5,90,97,0.2,0,0.23,,-0.6
133,대전,2026/01/16 11:00,1.2,,0.9,340,94,0.3,0,0.44,,1.6
133,대전,2026/01/16 12:00,2.1,,2,50,88,0.3,0,0.83,,4.2
133,대전,2026/01/16 13:00,4.6,,1.9,140,76,0.7,0.5,1.53,,4.8
133,대전,2026/01/16 14:00,7.1,,1.1,140,58,-0.6,1,1.88,,5.2
133,대전,2026/01/16 15:00,9.6,,1.3,160,51,0,1,1.6,,5.4
133,대전,2026/01/16 16:00,9.7,,1.1,50,50,-0.2,1,1.11,,5.1
133,대전,2026/01/16 17:00,8.4,,0.5,50,52,-0.9,0.8,0.49,,3.7
133,대전,2026/01/16 18:00,6.6,,1.6,340,58,-1,0,0.05,,2
133,대전,2026/01/16 19:00,4.7,,1.9,340,70,-0.3,,,,1
133,대전,2026/01/16 20:00,3.5,,0.5,140,76,-0.3,,,,0.2
133,대전,2026/01/16 21:00,2.6,,0.6,230,80,-0.5,,,,-0.1
133,대전,2026/01/16 22:00,1.5,,1.6,340,84,-0.9,,,,-0.4
133,대전,2026/01/16 23:00,0.9,,0.8,180,88,-0.8,,,,-0.6
133,대전,2026/01/17 0:00,0.4,,0.2,0,85,-1.8,,,,-0.7
133,대전,2026/01/17 1:00,0,,1.6,340,88,-1.7,,,,-0.8
133,대전,2026/01/17 2:00,0.4,,1.5,340,86,-1.6,,,,-0.8
133,대전,2026/01/17 3:00,2,,0.5,290,84,-0.4,,,,-0.5
133,대전,2026/01/17 4:00,2.2,,0.9,110,87,0.2,,,,0.2
133,대전,2026/01/17 5:00,2.3,,0.4,0,87,0.3,,,,0.2
133,대전,2026/01/17 6:00,1.8,,2,20,89,0.1,,,,-0.5
133,대전,2026/01/17 7:00,1.4,,1.6,20,89,-0.2,,,,-0.5
133,대전,2026/01/17 8:00,0.3,,2.3,360,89,-1.3,0,0.01,,-0.7
133,대전,2026/01/17 9:00,0.3,,1.8,20,81,-2.5,0,0.18,,-0.4
133,대전,2026/01/17 10:00,2.5,,0.8,320,71,-2.2,0.6,0.74,,0.8
133,대전,2026/01/17 11:00,3,,2.3,50,50,-6.4,1,1.46,,1.9
133,대전,2026/01/17 12:00,4.3,,1.5,50,47,-6,1,1.85,,2.7
133,대전,2026/01/17 13:00,5.5,,1,340,37,-8,1,2.03,,3.6
133,대전,2026/01/17 14:00,6.3,,1.3,360,27,-11.3,1,1.97,,4.1
133,대전,2026/01/17 15:00,7.8,,0.6,90,25,-11,1,1.67,,4.3
133,대전,2026/01/17 16:00,7,,2.1,50,25,-11.7,1,1.15,,3.8
133,대전,2026/01/17 17:00,5.6,,1.6,20,31,-10.2,0.9,0.52,,2.5
133,대전,2026/01/17 18:00,4.3,,2.2,20,34,-10.2,0,0.05,,0.8
133,대전,2026/01/17 19:00,2.1,,2,340,40,-10.1,,,,-0.5
133,대전,2026/01/17 20:00,1.7,,1.5,50,43,-9.5,,,,-0.5
133,대전,2026/01/17 21:00,0.8,,1.2,360,47,-9.2,,,,-0.7
133,대전,2026/01/17 22:00,-0.2,,1.5,340,52,-8.8,,,,-1
133,대전,2026/01/17 23:00,-1.1,,1.5,360,57,-8.5,,,,-1.3
133,대전,2026/01/18 0:00,-1.7,,1.2,20,62,-8,,,,-1.5
133,대전,2026/01/18 1:00,-2.1,,0.4,0,63,-8.2,,,,-1.6
133,대전,2026/01/18 2:00,-2.4,,1,340,66,-7.8,,,,-1.7
133,대전,2026/01/18 3:00,-2.8,,0.6,290,67,-8,,,,-1.8
133,대전,2026/01/18 4:00,-3.3,,0.2,0,72,-7.6,,,,-1.9
133,대전,2026/01/18 5:00,-3.9,,2.4,340,74,-7.8,,,,-2
133,대전,2026/01/18 6:00,-3.4,,1,110,79,-6.5,,,,-2
133,대전,2026/01/18 7:00,-3.9,,0.4,0,82,-6.5,,,,-2.1
133,대전,2026/01/18 8:00,-4,,1.5,340,78,-7.2,0,0.01,,-2.1
133,대전,2026/01/18 9:00,-2.2,,0,0,74,-6.2,0.5,0.27,,-1.3
133,대전,2026/01/18 10:00,0,,0.7,340,65,-5.8,1,0.77,,-0.8
133,대전,2026/01/18 11:00,2.4,,0.6,320,51,-6.7,0.4,1.11,,-0.3
133,대전,2026/01/18 12:00,4.1,,1.1,340,46,-6.5,0,0.74,,0.1
133,대전,2026/01/18 13:00,4.2,,2.1,50,51,-5,0,1.04,,0.5
133,대전,2026/01/18 14:00,6.3,,1.7,340,46,-4.4,0.3,1.38,,3.1
133,대전,2026/01/18 15:00,6.8,,1.9,340,43,-4.9,0.5,1.13,,3.7
133,대전,2026/01/18 16:00,6.2,,1.5,90,43,-5.4,1,0.89,,3.3
133,대전,2026/01/18 17:00,5.4,,1.7,20,45,-5.6,0.7,0.41,,2.3
133,대전,2026/01/18 18:00,4,,1.9,20,49,-5.7,0,0.05,,1.2
133,대전,2026/01/18 19:00,3.8,,1.4,20,48,-6.2,,,,0.9
133,대전,2026/01/18 20:00,3,,1.2,360,52,-5.9,,,,0
133,대전,2026/01/18 21:00,3.1,,0.9,50,52,-5.8,,,,0.8
133,대전,2026/01/18 22:00,3,,0.9,360,51,-6.1,,,,1
133,대전,2026/01/18 23:00,3.2,,0.6,360,48,-6.7,,,,1
133,대전,2026/01/19 0:00,3,,1,20,49,-6.6,,,,1.1
133,대전,2026/01/19 1:00,2.8,,1.4,340,52,-6.1,,,,1
133,대전,2026/01/19 2:00,2.6,,1.1,340,52,-6.2,,,,1
133,대전,2026/01/19 3:00,2.6,,2.3,320,56,-5.3,,,,0.9
133,대전,2026/01/19 4:00,2.3,,2.1,360,63,-4,,,,0.8
133,대전,2026/01/19 5:00,1.7,,2.1,360,74,-2.4,,,,0.9
133,대전,2026/01/19 6:00,1.2,0,1.2,360,81,-1.7,,,,0.7
133,대전,2026/01/19 7:00,0.6,,1.1,360,88,-1.1,,,,0.2
133,대전,2026/01/19 8:00,0.2,,2.9,320,91,-1.1,0,0,0.4,-0.1
133,대전,2026/01/19 9:00,-0.1,0.5,2.8,320,89,-1.7,0,0.03,0.5,-0.1
133,대전,2026/01/19 10:00,0,,2.3,320,77,-3.5,0,0.2,0.4,0.9
133,대전,2026/01/19 11:00,1.1,,3.1,320,65,-4.7,0.9,1.24,,3
133,대전,2026/01/19 12:00,1.2,0.1,2.9,320,58,-6.1,0.4,1.04,,3.6
133,대전,2026/01/19 13:00,1.7,,5,320,50,-7.6,0.9,1.49,,3.8
133,대전,2026/01/19 14:00,1.2,,3.4,320,50,-8,0.8,1.52,,4.2
133,대전,2026/01/19 15:00,1.4,,3.2,290,50,-7.9,0.2,0.82,,2.9
133,대전,2026/01/19 16:00,0.4,,3.9,320,43,-10.7,0.6,0.9,,2.3
133,대전,2026/01/19 17:00,-1.6,,4.2,320,37,-14.4,0.1,0.28,,0.5
133,대전,2026/01/19 18:00,-2.7,,2.9,320,42,-13.8,0,0.04,,-0.5
133,대전,2026/01/19 19:00,-3.6,,3.4,320,48,-13,,,,-0.9
133,대전,2026/01/19 20:00,-4.4,,2.9,340,50,-13.2,,,,-1.3
133,대전,2026/01/19 21:00,-4.9,,3.9,340,53,-13,,,,-1.7
133,대전,2026/01/19 22:00,-5.8,,3.5,320,57,-12.9,,,,-1.9
133,대전,2026/01/19 23:00,-6.5,,3.4,320,55,-14,,,,-2.2
133,대전,2026/01/20 0:00,-7.1,,2.8,320,47,-16.5,,,,-2.4
133,대전,2026/01/20 1:00,-7.6,,1.9,340,51,-16,,,,-2.7
133,대전,2026/01/20 2:00,-7.9,,1.7,20,50,-16.5,,,,-2.5
133,대전,2026/01/20 3:00,-8.1,,2.6,20,46,-17.7,,,,-2.8
133,대전,2026/01/20 4:00,-8.4,,1.6,20,45,-18.2,,,,-2.9
133,대전,2026/01/20 5:00,-8.6,,2,360,46,-18.1,,,,-3.2
133,대전,2026/01/20 6:00,-9.2,,2.1,20,49,-17.9,,,,-3.8
133,대전,2026/01/20 7:00,-9.7,,1.8,20,47,-18.9,,,,-4.3
133,대전,2026/01/20 8:00,-9.7,,2,20,48,-18.6,0,0.01,,-4.3
133,대전,2026/01/20 9:00,-8,,2,360,42,-18.6,0.8,0.41,,-3.2
133,대전,2026/01/20 10:00,-6.9,,1.8,320,40,-18.2,1,0.83,,-2.4
